cell	feat	expr_map	expr_ci_lower	expr_ci_upper	expr_naive
34	FLNA	425	403	449	428
34	USP9X	4	2	8	5
34	CASC5	1	0	4	1
34	LYST	0	0	2	0
34	PAPPA	31	25	39	32
34	RAB3B	7	4	11	7
34	PIK3CA	0	0	2	0
34	DOCK7	1	0	4	1
34	FYCO1	12	8	17	12
34	PTPN14	24	19	31	25
34	PCNX	5	2	8	5
34	DIP2C	4	2	8	5
34	FBN2	136	123	150	137
34	ZFC3H1	1	0	4	1
34	FLNC	71	62	82	72
34	SIPA1L3	5	2	8	5
34	NF1	1	0	4	1
34	KIAA1147	0	0	2	0
34	SCUBE3	1	0	4	1
34	TMOD2	0	0	2	0
34	AGPS	2	0	5	2
34	MYH10	52	44	61	52
34	STARD9	0	0	2	0
34	DNAJC13	8	5	13	9
34	HELZ2	2	1	5	2
34	FOSB	17	12	23	17
34	EGFR	11	7	16	11
34	LMTK2	2	1	5	2
34	PRKCA	11	7	16	11
34	FLNB	16	12	21	16
34	MED14	0	0	2	0
34	NOTCH2	13	9	19	14
34	SLC5A3	0	0	2	0
34	DIP2B	2	1	5	2
34	KIAA1199	34	28	42	35
34	CKAP5	19	15	26	20
34	BRCA2	3	1	7	4
34	TNRC6A	2	0	5	2
34	HERC2	1	0	4	1
34	CBX5	29	23	36	30
34	SLC38A1	21	16	27	21
34	HIVEP1	2	0	5	2
34	SPTAN1	65	57	76	66
34	COL7A1	17	12	23	17
34	ANKRD52	24	19	31	25
34	CACNA1A	5	2	8	5
34	LUZP1	5	2	8	5
34	REV3L	4	2	8	5
34	C14orf132	6	4	10	6
34	ASCC3	4	2	8	5
34	ROCK2	23	18	30	24
34	H6PD	3	1	7	4
34	NUP98	3	1	7	4
34	SRRM2	59	51	69	60
34	IGF2R	78	68	89	79
34	RNF169	1	0	4	1
34	MALAT1	71	62	82	72
34	ALPK2	4	2	8	5
34	PRRC2B	27	21	34	27
34	ABCA2	1	0	4	1
34	AFAP1	11	7	16	11
34	HEATR5B	1	0	4	1
34	CBL	0	0	2	0
34	SMARCA5	33	27	40	34
34	MAN1A2	1	0	4	1
34	ALMS1	2	0	5	2
34	CEP250	1	0	4	1
34	ARL10	0	0	2	0
34	POLQ	1	0	4	1
34	KPNA4	0	0	2	0
34	NKTR	8	5	13	9
34	MKI67	77	68	88	77
34	CENPF	23	18	30	24
34	FRY	0	0	2	0
34	NUMA1	29	24	37	30
34	CHD8	1	0	4	1
34	LRP1	98	87	110	100
34	FASN	7	4	11	7
34	AMOTL1	1	0	4	1
34	UBR2	0	0	2	0
34	ZC3H13	2	1	5	2
34	QSER1	2	0	5	2
34	FBN1	107	96	120	109
34	DIEXF	2	0	5	2
34	NR4A1	17	12	23	17
34	DSEL	0	0	2	0
34	FZD4	0	0	2	0
34	PRKDC	16	12	21	16
34	PHIP	0	0	2	0
34	SLC7A11	8	5	13	9
23	ZKSCAN2	1	0	4	1
23	PCNX	3	1	7	4
23	USP34	3	1	7	4
23	COL7A1	6	3	10	6
23	SCUBE3	23	18	30	24
23	NUP98	4	2	8	5
23	CENPF	0	0	2	0
23	TEAD1	33	27	41	34
23	SRRM2	58	50	68	59
23	PRKDC	6	3	10	6
23	RAB3B	2	0	5	2
23	USP9X	9	6	14	10
23	KIDINS220	9	6	14	10
23	DOCK7	3	1	7	4
23	BRCA2	0	0	2	0
23	KIAA2018	4	2	8	5
23	KIAA1462	12	8	17	12
23	SIPA1L3	9	6	14	10
23	CEP250	1	0	4	1
23	CACNA1A	0	0	2	0
23	NF1	3	1	7	4
23	NRIP1	1	0	4	1
23	PRKCA	21	16	27	21
23	ALPK2	3	2	7	4
23	FZD4	0	0	2	0
23	DSEL	6	3	10	6
23	NOTCH2	11	7	16	11
23	CASC5	0	0	2	0
23	LRP1	77	68	88	79
23	LMTK2	0	0	2	0
23	SLC38A1	13	9	19	14
23	PRRC2B	23	18	30	24
23	FAM208B	3	1	7	4
23	DNAJC13	6	3	10	6
23	IGF2R	43	36	52	44
23	QSER1	0	0	2	0
23	LUZP1	3	1	7	4
23	DIP2C	2	1	5	3
23	MYH10	49	42	58	50
23	FOSB	8	5	13	9
23	ARL10	1	0	4	1
23	FASN	2	0	5	2
23	RNF169	2	0	5	2
23	CBX5	13	9	19	14
23	GTF3C4	0	0	2	0
23	GPR107	13	9	19	14
23	EGFR	3	1	7	4
23	SVEP1	11	7	16	11
23	KIAA1147	0	0	2	0
23	IQGAP1	43	36	51	44
23	PHIP	1	0	4	1
23	ABCA2	2	0	5	2
23	UBR5	36	30	44	37
23	THBS1	603	576	631	609
23	ITGA2	2	0	5	2
23	PDS5A	3	1	7	4
23	HIVEP2	0	0	2	0
23	PTPN14	14	10	20	15
23	TMOD2	0	0	2	0
23	SSH1	12	9	17	12
23	NKTR	3	1	7	4
23	KPNA4	1	0	4	1
23	C14orf132	6	3	10	6
23	AFF4	2	0	5	2
23	HERC2	12	8	17	12
23	CKAP5	16	11	21	16
23	DOPEY1	0	0	2	0
23	HELZ2	1	0	4	1
23	SON	27	22	34	27
23	PLXNA1	9	6	14	10
23	AGPS	1	0	4	1
23	TLN1	76	67	87	77
23	DYNC1H1	24	19	31	25
23	ZFC3H1	2	0	5	2
23	C17orf51	2	0	5	2
23	NUMA1	12	9	17	12
23	MAN1A2	3	1	7	4
23	FYCO1	10	7	14	10
23	AFAP1	6	3	10	6
23	SPTBN1	33	27	41	34
23	FLNA	376	355	398	377
23	ASCC3	4	2	8	5
23	POLQ	0	0	2	0
23	PRPF8	58	50	67	59
23	CBL	1	0	4	1
23	FRY	1	0	4	1
23	PAPPA	28	22	35	29
23	VPS13A	0	0	2	0
23	MKI67	7	4	11	7
23	HIVEP1	3	2	7	4
23	TNRC6A	4	2	8	5
23	ZC3H13	5	2	8	5
23	UBR2	0	0	2	0
23	THSD4	6	3	10	6
23	ANKRD52	12	9	17	12
23	MALAT1	23	18	30	24
23	ROCK2	23	18	30	24
23	CHD8	6	3	10	6
23	HEATR5B	1	0	4	1
23	FLNC	49	42	58	50
23	ATP11A	6	3	10	6
23	USP24	2	1	5	3
23	NR4A1	18	13	24	19
23	SLC5A3	1	0	4	1
23	H6PD	5	2	8	5
23	CREBBP	11	8	16	11
23	AKAP11	0	0	2	0
23	COL5A1	105	94	118	106
23	SPTAN1	31	25	38	31
23	LYST	0	0	2	0
23	VCAN	75	66	86	76
23	DIEXF	0	0	2	0
23	TPR	8	5	13	9
23	SMARCA5	25	20	32	26
23	STARD9	0	0	2	0
23	GTF3C1	12	9	17	12
23	TNC	43	36	51	44
23	FBN1	61	53	71	62
23	VPS13D	4	2	8	5
23	PIEZO1	21	16	27	21
23	SLC7A11	4	2	8	5
23	KIAA1199	43	36	51	44
23	REV3L	3	1	7	4
23	DIP2B	0	0	2	0
23	PIK3CA	3	1	7	4
23	FBN2	125	113	138	126
23	FLNB	6	3	10	6
23	AMOTL1	9	6	14	10
23	MED14	1	0	4	1
23	ALMS1	2	0	5	2
5	CKAP5	23	18	30	24
5	SRRM2	59	51	69	60
5	PTPN14	9	6	14	10
5	SSH1	16	11	21	16
5	BRCA2	4	2	8	5
5	PRKDC	35	29	43	36
5	REV3L	2	0	5	2
5	CREBBP	15	11	20	15
5	FBN1	48	40	57	49
5	SVEP1	59	50	68	60
5	ALMS1	5	2	8	5
5	SPTBN1	89	80	101	90
5	QSER1	0	0	2	0
5	CBL	2	0	5	2
5	NF1	3	1	7	4
5	MKI67	109	98	122	110
5	TNC	36	29	43	36
5	SLC5A3	0	0	2	0
5	IGF2R	44	37	53	45
5	C17orf51	0	0	2	0
5	USP34	9	6	14	10
5	TLN1	63	54	73	64
5	MALAT1	24	19	31	25
5	COL5A1	131	119	145	132
5	TEAD1	22	17	28	22
5	DIP2B	2	1	5	2
5	LRP1	75	66	86	76
5	AKAP11	0	0	2	0
5	TMOD2	0	0	2	0
5	ZFC3H1	2	0	5	2
5	IQGAP1	33	27	41	34
5	UBR5	24	19	31	25
5	FOSB	7	4	11	7
5	USP24	3	1	7	4
5	LYST	0	0	2	0
5	FASN	6	3	10	6
5	COL7A1	4	2	8	5
5	PCNX	6	3	10	6
5	NUMA1	43	36	51	44
5	PAPPA	18	14	24	19
5	FAM208B	3	1	7	4
5	DIP2C	2	0	5	3
5	LUZP1	9	6	14	10
5	MYH10	36	30	44	36
5	GTF3C1	29	24	37	30
5	NKTR	5	2	8	5
5	RAB3B	9	6	14	10
5	PRRC2B	29	24	37	30
5	AFAP1	6	3	10	6
5	KPNA4	0	0	2	0
5	VPS13D	4	2	8	5
5	MAN1A2	2	0	5	3
5	SPTAN1	37	31	45	37
5	KIAA1199	48	41	57	49
5	ALPK2	11	7	16	11
5	THSD4	22	17	28	22
5	FZD4	2	0	5	2
5	FBN2	179	165	195	181
5	ROCK2	11	7	16	11
5	FLNC	36	29	43	36
5	CBX5	32	26	39	32
5	FLNB	6	3	10	6
5	MED14	1	0	4	1
5	GTF3C4	4	2	8	5
5	RNF169	0	0	2	0
5	ABCA2	0	0	2	0
5	DSEL	1	0	4	1
5	KIAA2018	1	0	4	1
5	DOPEY1	0	0	2	0
5	DYNC1H1	28	23	35	29
5	NR4A1	4	2	8	5
5	ITGA2	1	0	4	1
5	AMOTL1	4	2	8	5
5	THBS1	1174	1139	1212	1180
5	FLNA	237	221	255	238
5	GPR107	12	8	17	12
5	FYCO1	11	8	16	11
5	NOTCH2	19	15	26	20
5	CASC5	3	1	7	4
5	PHIP	0	0	2	0
5	USP9X	2	1	5	2
5	PLXNA1	10	7	14	10
5	UBR2	1	0	4	1
5	KIAA1147	0	0	2	0
5	VCAN	29	23	36	30
5	AGPS	1	0	4	1
5	ZC3H13	11	7	16	11
5	HEATR5B	0	0	2	0
5	NRIP1	13	9	19	14
5	CACNA1A	0	0	2	0
5	SIPA1L3	12	8	17	12
5	FRY	0	0	2	0
5	KIDINS220	8	5	13	9
5	H6PD	3	1	7	4
5	HIVEP1	3	1	7	4
5	TNRC6A	3	1	7	4
5	HIVEP2	0	0	2	0
5	PIK3CA	2	0	5	2
5	LMTK2	2	0	5	2
5	CHD8	1	0	4	1
5	KIAA1462	11	7	16	11
5	SLC7A11	13	9	19	14
5	AFF4	4	2	8	5
5	ANKRD52	19	15	26	20
5	ASCC3	4	2	8	5
5	ZKSCAN2	2	0	5	2
5	PDS5A	7	4	11	7
5	TPR	24	19	31	25
5	C14orf132	9	6	14	10
5	DNAJC13	9	6	14	10
5	SCUBE3	5	2	8	5
5	CEP250	9	6	14	10
5	DIEXF	1	0	4	1
5	HERC2	8	5	13	9
5	CENPF	59	51	69	60
5	ARL10	2	0	5	2
5	PRKCA	12	8	17	12
5	STARD9	1	0	4	1
5	SON	27	21	34	27
5	POLQ	0	0	2	0
5	PRPF8	82	73	94	83
5	HELZ2	2	0	5	2
5	ATP11A	3	1	7	4
5	EGFR	4	2	8	5
5	DOCK7	2	0	5	2
5	NUP98	4	2	8	5
5	VPS13A	2	0	5	2
5	SMARCA5	20	16	27	21
5	PIEZO1	11	8	16	11
5	SLC38A1	11	7	16	11
20	USP24	1	0	4	1
20	TNC	71	62	82	72
20	KIDINS220	9	6	14	10
20	MKI67	6	3	10	6
20	MYH10	32	26	39	32
20	USP9X	7	4	11	7
20	CBX5	19	15	26	20
20	SPTBN1	54	47	64	55
20	SLC5A3	0	0	2	0
20	NUP98	2	0	5	2
20	HIVEP2	0	0	2	0
20	DNAJC13	4	2	8	5
20	VCAN	46	39	55	47
20	AMOTL1	0	0	2	0
20	CREBBP	13	10	19	14
20	FZD4	0	0	2	0
20	COL7A1	3	1	7	4
20	NRIP1	7	4	11	7
20	SLC38A1	9	6	14	10
20	UBR5	23	18	30	24
20	ARL10	1	0	4	1
20	RNF169	0	0	2	0
20	UBR2	0	0	2	0
20	IGF2R	53	45	62	54
20	HEATR5B	0	0	2	0
20	SON	18	13	24	19
20	AFF4	1	0	4	1
20	CENPF	0	0	2	0
20	LRP1	101	90	113	102
20	NF1	1	0	4	1
20	TEAD1	29	23	36	30
20	TNRC6A	5	2	8	5
20	FBN1	45	38	54	46
20	TPR	17	12	23	17
20	ABCA2	0	0	2	0
20	CBL	1	0	4	1
20	ROCK2	19	15	26	20
20	AKAP11	2	0	5	2
20	AGPS	0	0	2	0
20	FOSB	0	0	2	0
20	GPR107	24	19	31	25
20	ALMS1	0	0	2	0
20	FLNC	33	27	41	34
20	SPTAN1	42	35	50	42
20	MED14	0	0	2	0
20	ITGA2	2	0	5	2
20	LMTK2	2	0	5	2
20	SSH1	11	7	16	11
20	FRY	0	0	2	0
20	FYCO1	10	6	14	10
20	DYNC1H1	36	29	43	36
20	SCUBE3	12	8	17	13
20	HELZ2	0	0	2	0
20	POLQ	0	0	2	0
20	PRRC2B	23	18	30	24
20	MALAT1	20	16	27	21
20	THSD4	22	17	28	22
20	SVEP1	24	19	31	25
20	RAB3B	0	0	2	0
20	PCNX	6	3	10	6
20	QSER1	0	0	2	0
20	ALPK2	6	3	10	6
20	SMARCA5	14	10	20	15
20	ZC3H13	5	2	8	5
20	CHD8	0	0	2	0
20	PLXNA1	3	1	7	4
20	KIAA1147	0	0	2	0
20	NOTCH2	22	17	28	22
20	NR4A1	11	7	16	11
20	REV3L	1	0	4	1
20	PTPN14	1	0	4	1
20	KIAA2018	4	2	8	5
20	PAPPA	70	61	80	71
20	TLN1	101	90	113	102
20	BRCA2	1	0	4	1
20	NUMA1	31	25	38	31
20	CACNA1A	1	0	4	1
20	DIP2B	0	0	2	0
20	VPS13D	2	0	5	2
20	DOPEY1	0	0	2	0
20	USP34	7	4	11	7
20	MAN1A2	1	0	4	1
20	FLNB	4	2	8	5
20	ANKRD52	9	6	14	10
20	ATP11A	3	1	7	4
20	VPS13A	2	0	5	2
20	STARD9	1	0	4	1
20	EGFR	6	3	10	6
20	FASN	0	0	2	0
20	PDS5A	2	0	5	2
20	ZFC3H1	3	1	7	4
20	SIPA1L3	2	0	5	2
20	DIP2C	3	1	7	4
20	GTF3C4	0	0	2	0
20	COL5A1	128	116	141	129
20	LUZP1	3	1	7	4
20	ZKSCAN2	0	0	2	0
20	HERC2	1	0	4	1
20	H6PD	13	10	19	14
20	LYST	0	0	2	0
20	AFAP1	12	9	17	12
20	ASCC3	0	0	2	0
20	PHIP	0	0	2	0
20	THBS1	498	474	524	504
20	CKAP5	17	13	23	17
20	PRPF8	70	61	80	71
20	DIEXF	0	0	2	0
20	FBN2	143	131	158	145
20	C14orf132	7	4	11	7
20	FLNA	293	274	312	294
20	PRKDC	12	8	17	12
20	SRRM2	54	47	64	55
20	DOCK7	3	1	7	4
20	HIVEP1	6	3	10	6
20	KIAA1462	8	5	13	9
20	IQGAP1	29	24	37	30
20	GTF3C1	19	15	26	20
20	PIK3CA	1	0	4	1
20	PRKCA	6	3	10	6
20	C17orf51	1	0	4	1
20	SLC7A11	3	1	7	4
20	CASC5	0	0	2	0
20	KPNA4	0	0	2	0
20	TMOD2	1	0	4	1
20	KIAA1199	47	40	55	47
20	PIEZO1	19	15	26	20
20	NKTR	7	4	11	7
20	DSEL	2	0	5	2
20	CEP250	0	0	2	0
20	FAM208B	2	0	5	2
19	NKTR	1	0	4	1
19	SON	21	16	27	21
19	KIAA1462	30	24	38	31
19	ANKRD52	18	14	24	19
19	QSER1	0	0	2	0
19	ITGA2	23	18	30	24
19	CENPF	3	1	7	4
19	ARL10	1	0	4	1
19	MAN1A2	0	0	2	0
19	NRIP1	13	9	19	14
19	AGPS	0	0	2	0
19	NOTCH2	27	22	34	27
19	FAM208B	14	10	20	15
19	PHIP	1	0	4	1
19	COL7A1	0	0	2	0
19	PAPPA	14	10	20	15
19	USP24	2	0	5	3
19	SPTAN1	57	49	66	57
19	H6PD	1	0	4	1
19	THBS1	427	405	451	432
19	SCUBE3	8	5	13	9
19	USP34	8	5	13	9
19	HIVEP1	3	1	7	4
19	SLC5A3	1	0	4	1
19	GTF3C1	27	21	34	27
19	MKI67	2	0	5	2
19	ABCA2	2	0	5	2
19	KIAA1147	0	0	2	0
19	PDS5A	6	3	10	6
19	GPR107	23	18	30	24
19	VPS13D	1	0	4	1
19	SPTBN1	51	43	60	51
19	CBL	0	0	2	0
19	CKAP5	21	16	27	21
19	BRCA2	1	0	4	1
19	LMTK2	2	0	5	2
19	LRP1	88	78	100	90
19	MALAT1	22	17	28	22
19	KIAA1199	94	83	106	95
19	RAB3B	6	3	10	6
19	CACNA1A	0	0	2	0
19	DYNC1H1	47	40	56	47
19	TLN1	188	174	204	190
19	TMOD2	0	0	2	0
19	DOPEY1	0	0	2	0
19	ASCC3	2	1	5	2
19	UBR5	29	23	36	30
19	DOCK7	6	3	10	6
19	KIAA2018	0	0	2	0
19	THSD4	2	1	5	2
19	CHD8	3	1	7	4
19	UBR2	1	0	4	1
19	ATP11A	3	1	7	4
19	PTPN14	23	18	30	24
19	NF1	1	0	4	1
19	FLNA	379	358	401	381
19	NUMA1	35	29	43	36
19	DIP2B	0	0	2	0
19	TPR	5	3	9	5
19	SLC7A11	11	7	16	11
19	CBX5	8	5	13	9
19	AFF4	7	4	11	7
19	PIK3CA	0	0	2	0
19	HEATR5B	0	0	2	0
19	AMOTL1	7	4	11	7
19	PIEZO1	18	14	24	19
19	LYST	0	0	2	0
19	SRRM2	49	42	58	50
19	FASN	3	1	7	4
19	CASC5	1	0	4	1
19	HELZ2	0	0	2	0
19	TNC	43	36	51	44
19	ZKSCAN2	2	0	5	2
19	STARD9	1	0	4	1
19	PRPF8	44	37	53	45
19	SSH1	22	17	28	22
19	PRRC2B	32	26	39	32
19	MYH10	44	37	52	45
19	FBN2	55	47	65	56
19	FZD4	0	0	2	0
19	GTF3C4	2	0	5	2
19	PLXNA1	7	4	11	7
19	FYCO1	4	2	8	5
19	ZC3H13	8	5	13	9
19	USP9X	14	10	20	15
19	C17orf51	1	0	4	1
19	CEP250	3	2	7	4
19	C14orf132	4	2	8	5
19	EGFR	16	11	21	16
19	REV3L	5	2	8	5
19	TNRC6A	1	0	4	1
19	ALPK2	10	6	14	10
19	POLQ	0	0	2	0
19	FRY	0	0	2	0
19	AKAP11	0	0	2	0
19	VPS13A	0	0	2	0
19	NUP98	7	4	11	7
19	TEAD1	14	10	20	15
19	DNAJC13	10	7	14	10
19	LUZP1	8	5	13	9
19	HIVEP2	1	0	4	1
19	HERC2	8	5	13	9
19	SMARCA5	14	10	20	15
19	DIEXF	1	0	4	1
19	KIDINS220	9	6	14	10
19	SIPA1L3	3	2	7	4
19	AFAP1	37	30	45	37
19	CREBBP	3	1	7	4
19	DIP2C	5	2	8	5
19	FOSB	4	2	8	5
19	MED14	0	0	2	0
19	FBN1	100	89	112	101
19	KPNA4	1	0	4	1
19	FLNB	27	21	34	27
19	IQGAP1	63	54	73	64
19	DSEL	2	0	5	2
19	VCAN	19	15	25	20
19	ROCK2	18	14	24	19
19	COL5A1	215	199	232	216
19	PRKDC	18	14	24	19
19	RNF169	1	0	4	1
19	NR4A1	11	7	16	11
19	PRKCA	10	6	14	10
19	PCNX	1	0	4	1
19	ZFC3H1	9	6	14	10
19	IGF2R	70	61	81	71
19	FLNC	135	122	149	136
19	ALMS1	4	2	8	5
19	SLC38A1	39	32	47	40
19	SVEP1	14	10	20	15
2	TLN1	66	58	77	67
2	QSER1	0	0	2	0
2	SLC7A11	4	2	8	5
2	SCUBE3	16	12	21	16
2	FLNB	12	8	17	12
2	DSEL	1	0	4	1
2	FRY	0	0	2	0
2	VPS13A	0	0	2	0
2	AKAP11	1	0	4	1
2	AMOTL1	10	6	14	10
2	TNC	28	22	35	29
2	IGF2R	34	28	42	35
2	USP9X	11	7	16	11
2	CEP250	1	0	4	1
2	CKAP5	21	16	27	21
2	PDS5A	3	1	7	4
2	ZFC3H1	2	0	5	2
2	MED14	2	0	5	2
2	EGFR	6	3	10	6
2	SON	26	20	32	26
2	SPTBN1	30	24	37	30
2	FLNA	397	376	420	400
2	IQGAP1	46	39	55	47
2	ZC3H13	6	4	10	6
2	UBR2	1	0	4	1
2	MAN1A2	0	0	2	0
2	PHIP	1	0	4	1
2	PRKDC	23	18	30	24
2	GTF3C1	20	15	26	20
2	DOCK7	13	9	19	14
2	FBN2	113	102	126	115
2	HEATR5B	2	0	5	2
2	PRRC2B	12	8	17	12
2	ALPK2	3	1	7	4
2	SSH1	18	14	24	19
2	FOSB	7	4	11	7
2	LRP1	39	32	47	40
2	CREBBP	13	9	19	14
2	GPR107	18	14	24	19
2	CACNA1A	4	2	8	5
2	LYST	0	0	2	0
2	PTPN14	11	7	16	11
2	NR4A1	4	2	8	5
2	SVEP1	13	9	19	14
2	USP24	2	1	5	3
2	CBX5	37	30	45	37
2	COL7A1	14	10	20	15
2	VPS13D	2	0	5	2
2	CHD8	2	0	5	2
2	REV3L	0	0	2	0
2	FBN1	61	53	71	62
2	ROCK2	11	7	16	11
2	AGPS	3	1	7	4
2	SMARCA5	25	20	32	26
2	PCNX	7	4	11	7
2	MKI67	72	63	83	74
2	PAPPA	12	8	17	12
2	ABCA2	1	0	4	1
2	LUZP1	4	2	8	5
2	TNRC6A	1	0	4	1
2	DIP2B	3	1	7	4
2	CBL	0	0	2	0
2	UBR5	22	17	28	22
2	ASCC3	2	1	5	2
2	HELZ2	0	0	2	0
2	NUMA1	13	9	19	14
2	H6PD	1	0	4	1
2	STARD9	1	0	4	1
2	ATP11A	6	3	10	6
2	ANKRD52	12	8	17	12
2	SIPA1L3	8	5	13	9
2	ZKSCAN2	1	0	4	1
2	VCAN	16	11	21	16
2	THSD4	17	12	23	17
2	C14orf132	6	3	10	6
2	USP34	12	8	17	12
2	FYCO1	3	1	7	4
2	C17orf51	1	0	4	1
2	PRKCA	0	0	2	0
2	PRPF8	76	67	87	77
2	ALMS1	8	5	13	9
2	SLC38A1	8	5	13	9
2	NF1	3	1	7	4
2	COL5A1	83	73	94	84
2	ARL10	0	0	2	0
2	THBS1	816	786	848	822
2	FLNC	34	28	42	35
2	FZD4	1	0	4	1
2	NRIP1	3	1	7	4
2	POLQ	0	0	2	0
2	KIAA2018	6	3	10	6
2	BRCA2	1	0	4	1
2	KIAA1462	14	11	20	15
2	NOTCH2	9	6	14	10
2	CENPF	14	11	20	15
2	SRRM2	48	40	56	49
2	AFF4	3	1	7	4
2	SPTAN1	42	35	50	42
2	GTF3C4	4	2	8	5
2	KIAA1199	39	32	47	40
2	SLC5A3	0	0	2	0
2	HIVEP1	12	8	17	12
2	LMTK2	1	0	4	1
2	ITGA2	4	2	8	5
2	MYH10	60	52	70	61
2	PIEZO1	18	14	24	19
2	DIP2C	1	0	4	1
2	KPNA4	1	0	4	1
2	TPR	26	20	33	26
2	HIVEP2	0	0	2	0
2	PLXNA1	3	1	7	4
2	KIAA1147	0	0	2	0
2	DOPEY1	0	0	2	0
2	HERC2	7	5	12	7
2	FASN	14	10	20	15
2	TEAD1	30	25	38	31
2	DIEXF	0	0	2	0
2	RNF169	4	2	8	5
2	RAB3B	17	13	23	17
2	CASC5	2	0	5	2
2	PIK3CA	2	0	5	2
2	DNAJC13	2	0	5	2
2	FAM208B	8	5	13	9
2	KIDINS220	8	5	13	9
2	NKTR	1	0	4	1
2	TMOD2	2	0	5	2
2	NUP98	5	2	8	5
2	MALAT1	19	15	26	20
2	DYNC1H1	19	15	26	20
2	AFAP1	13	10	19	14
41	VPS13D	0	0	2	0
41	TMOD2	0	0	2	0
41	DIP2C	1	0	4	1
41	LUZP1	1	0	4	1
41	ZFC3H1	0	0	2	0
41	TLN1	75	66	86	76
41	PHIP	0	0	2	0
41	AFAP1	12	8	17	12
41	DIEXF	0	0	2	0
41	MAN1A2	0	0	2	0
41	PRRC2B	26	20	33	26
41	VPS13A	1	0	4	1
41	HERC2	4	2	8	5
41	CASC5	0	0	2	0
41	DIP2B	0	0	2	0
41	FOSB	7	4	11	7
41	USP34	8	5	13	9
41	ANKRD52	0	0	2	0
41	HELZ2	0	0	2	0
41	H6PD	4	2	8	5
41	REV3L	1	0	4	1
41	LYST	0	0	2	0
41	HIVEP1	2	0	5	2
41	SPTAN1	60	52	69	60
41	PLXNA1	6	3	10	6
41	FLNA	381	360	404	385
41	KPNA4	0	0	2	0
41	SCUBE3	1	0	4	1
41	DOCK7	1	0	4	1
41	CREBBP	9	6	14	10
41	SIPA1L3	11	7	16	11
41	SLC7A11	3	1	7	4
41	IQGAP1	22	17	28	22
41	CACNA1A	0	0	2	0
41	PIK3CA	1	0	4	1
41	KIAA2018	6	3	10	6
41	FZD4	0	0	2	0
41	TNRC6A	2	1	5	2
41	SRRM2	53	45	62	54
41	FASN	1	0	4	1
41	GTF3C4	0	0	2	0
41	KIAA1462	8	5	13	9
41	ATP11A	0	0	2	0
41	THSD4	3	1	7	4
41	SMARCA5	23	18	30	24
41	USP9X	4	2	8	5
41	C17orf51	1	0	4	1
41	IGF2R	42	35	50	42
41	RAB3B	1	0	4	1
41	RNF169	0	0	2	0
41	BRCA2	0	0	2	0
41	UBR5	19	15	26	20
41	CHD8	1	0	4	1
41	DOPEY1	0	0	2	0
41	AFF4	2	0	5	2
41	PAPPA	8	5	13	9
41	KIAA1199	18	14	24	19
41	SSH1	6	4	10	6
41	DSEL	0	0	2	0
41	AMOTL1	3	1	7	4
41	STARD9	0	0	2	0
41	SPTBN1	42	35	50	42
41	VCAN	22	17	28	22
41	ARL10	0	0	2	0
41	PRKDC	8	5	13	9
41	PRKCA	5	2	8	5
41	POLQ	0	0	2	0
41	MYH10	36	29	43	36
41	TEAD1	18	14	24	19
41	CENPF	1	0	4	1
41	PIEZO1	9	6	14	10
41	CBX5	27	21	34	27
41	PRPF8	74	65	84	75
41	NUMA1	17	13	23	17
41	TNC	27	21	34	27
41	HEATR5B	0	0	2	0
41	NRIP1	8	5	13	9
41	FLNB	7	4	11	7
41	HIVEP2	1	0	4	1
41	DYNC1H1	28	23	35	29
41	CBL	0	0	2	0
41	LRP1	38	31	46	39
41	FBN1	27	21	34	27
41	THBS1	984	951	1018	989
41	LMTK2	0	0	2	0
41	PTPN14	7	4	11	7
41	NKTR	1	0	4	1
41	COL5A1	108	97	120	109
41	FRY	0	0	2	0
41	ABCA2	5	2	8	5
41	KIAA1147	0	0	2	0
41	AKAP11	1	0	4	1
41	MALAT1	27	21	34	27
41	FYCO1	6	3	10	6
41	SLC5A3	0	0	2	0
41	ALMS1	1	0	4	1
41	CKAP5	13	9	19	14
41	DNAJC13	2	0	5	2
41	NUP98	2	0	5	2
41	FLNC	44	37	53	45
41	ASCC3	2	0	5	2
41	ALPK2	3	1	7	4
41	UBR2	2	1	5	2
41	FAM208B	6	3	10	6
41	MKI67	2	0	5	2
41	QSER1	0	0	2	0
41	ITGA2	1	0	4	1
41	ROCK2	22	17	28	22
41	ZC3H13	6	3	10	6
41	PDS5A	3	1	7	4
41	GTF3C1	10	6	14	10
41	MED14	0	0	2	0
41	NR4A1	6	3	10	6
41	SON	22	17	28	22
41	C14orf132	5	2	8	5
41	EGFR	1	0	4	1
41	ZKSCAN2	0	0	2	0
41	NOTCH2	11	7	16	11
41	USP24	0	0	2	0
41	PCNX	2	1	5	2
41	NF1	1	0	4	1
41	CEP250	1	0	4	1
41	GPR107	11	7	16	11
41	COL7A1	1	0	4	1
41	AGPS	0	0	2	0
41	KIDINS220	7	4	11	7
41	FBN2	128	116	142	130
41	SVEP1	35	29	43	36
41	TPR	9	6	14	10
41	SLC38A1	6	3	10	6
13	TNRC6A	3	1	7	4
13	CHD8	2	0	5	2
13	SLC38A1	11	7	16	11
13	DIP2C	3	1	7	4
13	ZKSCAN2	1	0	4	1
13	PTPN14	12	8	17	12
13	SON	35	29	43	36
13	ANKRD52	21	16	27	21
13	FAM208B	7	4	11	7
13	CKAP5	13	9	19	14
13	PRKDC	7	4	11	7
13	PLXNA1	4	2	8	5
