feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
MCM2	4.0	4.0	0.0	0.0	26.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	0.0
MCM3AP	26.0	0.0	26.0	4.0	0.0	17.0	0.0	0.0	4.0	0.0	0.0	17.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0
MCM8	4.0	8.0	0.0	4.0	8.0	8.0	0.0	0.0	0.0	21.0	4.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	13.0	0.0
MCM9	0.0	21.0	8.0	4.0	0.0	0.0	8.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0
MCUR1	13.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDN1	8.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
MECOM	8.0	13.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	13.0	0.0	0.0	26.0	0.0	4.0	0.0	0.0	8.0	8.0	0.0
MED1	8.0	8.0	0.0	0.0	8.0	0.0	8.0	4.0	0.0	26.0	4.0	4.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
MED14	0.0	0.0	13.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	4.0	4.0	8.0	13.0	0.0	8.0	13.0
MED15	0.0	0.0	13.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
MED23	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	8.0	0.0
MEGF8	0.0	0.0	0.0	17.0	0.0	4.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0
MEGF9	8.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0
MEX3A	0.0	0.0	4.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	13.0	8.0
MIB1	21.0	4.0	0.0	8.0	8.0	4.0	0.0	8.0	13.0	17.0	8.0	0.0	4.0	17.0	0.0	0.0	30.0	0.0	0.0	0.0
MICAL1	4.0	0.0	21.0	4.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	21.0	4.0	17.0
MKI67	26.0	34.0	4.0	4.0	52.0	0.0	13.0	4.0	0.0	13.0	0.0	8.0	8.0	0.0	0.0	26.0	4.0	21.0	8.0	8.0
MKL2	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
MLLT11	4.0	4.0	4.0	30.0	0.0	8.0	8.0	0.0	8.0	4.0	0.0	4.0	4.0	4.0	4.0	13.0	0.0	0.0	17.0	0.0
MLLT4	4.0	4.0	4.0	8.0	8.0	4.0	26.0	0.0	17.0	0.0	8.0	4.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
MLLT6	4.0	0.0	4.0	8.0	21.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	8.0	0.0	4.0	0.0	4.0	0.0	4.0	21.0
MMGT1	13.0	0.0	0.0	4.0	4.0	4.0	8.0	4.0	4.0	8.0	4.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	4.0
MOK	8.0	0.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0
MON2	17.0	4.0	13.0	13.0	13.0	0.0	13.0	0.0	4.0	17.0	0.0	0.0	4.0	8.0	4.0	0.0	0.0	13.0	0.0	0.0
MORC2	0.0	0.0	4.0	0.0	13.0	8.0	8.0	0.0	0.0	4.0	13.0	8.0	0.0	8.0	4.0	0.0	8.0	0.0	4.0	0.0
MORC3	8.0	17.0	0.0	17.0	8.0	13.0	30.0	0.0	4.0	8.0	4.0	0.0	8.0	0.0	8.0	0.0	0.0	26.0	4.0	0.0
MPDZ	0.0	0.0	0.0	8.0	8.0	17.0	26.0	8.0	0.0	39.0	8.0	0.0	13.0	0.0	4.0	0.0	21.0	0.0	4.0	4.0
MPP5	4.0	4.0	0.0	0.0	4.0	4.0	13.0	0.0	4.0	8.0	0.0	0.0	13.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0
MRAS	4.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	4.0	0.0	17.0	0.0	0.0	0.0	4.0	4.0
MSH3	21.0	0.0	0.0	8.0	13.0	0.0	4.0	0.0	4.0	30.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	4.0
MTF1	0.0	4.0	0.0	0.0	8.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	8.0	0.0
MTHFR	4.0	0.0	8.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	4.0
MTMR4	8.0	0.0	0.0	0.0	8.0	17.0	0.0	4.0	0.0	13.0	0.0	0.0	8.0	17.0	0.0	0.0	0.0	4.0	4.0	4.0
MTR	0.0	17.0	4.0	4.0	4.0	4.0	8.0	4.0	0.0	4.0	8.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0
MUT	4.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	13.0	0.0	13.0	0.0	8.0	8.0	0.0	8.0	0.0	4.0
MYBBP1A	4.0	0.0	0.0	13.0	13.0	61.0	17.0	8.0	4.0	4.0	0.0	13.0	8.0	0.0	4.0	0.0	8.0	13.0	8.0	4.0
MYCBP2	4.0	17.0	0.0	0.0	0.0	0.0	26.0	26.0	0.0	4.0	17.0	4.0	8.0	0.0	13.0	0.0	4.0	0.0	4.0	8.0
MYPN	4.0	0.0	4.0	4.0	4.0	4.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	4.0	26.0	0.0	0.0	4.0	0.0	0.0
N6AMT1	0.0	0.0	8.0	4.0	8.0	4.0	0.0	0.0	0.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	4.0
NACC2	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	4.0	4.0
NAPEPLD	0.0	8.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
NAV1	4.0	39.0	8.0	0.0	4.0	4.0	13.0	4.0	4.0	30.0	26.0	21.0	17.0	0.0	4.0	0.0	0.0	4.0	13.0	8.0
NCAPD3	4.0	0.0	4.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
NCKAP5L	8.0	4.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0
NCOA1	4.0	4.0	8.0	17.0	0.0	4.0	4.0	0.0	13.0	17.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0
NCOA3	13.0	0.0	8.0	0.0	8.0	17.0	4.0	4.0	8.0	4.0	4.0	0.0	0.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0
NCOA6	0.0	0.0	4.0	34.0	4.0	13.0	0.0	4.0	30.0	21.0	4.0	0.0	13.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0
NCR3LG1	0.0	8.0	8.0	0.0	0.0	8.0	13.0	0.0	0.0	4.0	13.0	4.0	0.0	0.0	4.0	8.0	0.0	4.0	0.0	0.0
NEDD9	4.0	0.0	0.0	8.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
NEK1	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	4.0	0.0	0.0	0.0	4.0	8.0
NES	0.0	0.0	0.0	21.0	4.0	26.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	8.0	4.0
NF1	0.0	4.0	0.0	4.0	4.0	13.0	0.0	8.0	4.0	8.0	4.0	8.0	8.0	4.0	13.0	4.0	17.0	4.0	0.0	0.0
NFAT5	0.0	0.0	0.0	13.0	13.0	0.0	4.0	8.0	4.0	21.0	8.0	21.0	4.0	17.0	13.0	4.0	26.0	4.0	0.0	8.0
NFX1	0.0	0.0	4.0	0.0	0.0	4.0	0.0	8.0	4.0	4.0	4.0	21.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0
NHLRC2	4.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
NINL	0.0	0.0	0.0	0.0	4.0	4.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0
NIPAL2	4.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
NLRX1	8.0	0.0	26.0	26.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	8.0	4.0	0.0
NOL6	0.0	13.0	21.0	4.0	4.0	13.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	13.0	0.0
NOL9	0.0	4.0	8.0	8.0	0.0	0.0	4.0	4.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0
NOM1	8.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0	26.0	4.0	0.0	4.0	0.0	17.0
NOTCH1	4.0	0.0	4.0	0.0	8.0	4.0	21.0	0.0	0.0	8.0	4.0	13.0	0.0	26.0	8.0	0.0	0.0	0.0	4.0	0.0
NOTCH2	13.0	0.0	8.0	21.0	0.0	0.0	0.0	8.0	21.0	4.0	0.0	0.0	4.0	13.0	13.0	0.0	0.0	8.0	8.0	0.0
NOTCH3	13.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	13.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
NPAT	4.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	17.0	0.0	0.0	0.0	0.0	4.0
NPC1	8.0	4.0	13.0	4.0	21.0	4.0	0.0	4.0	0.0	4.0	4.0	30.0	8.0	4.0	0.0	8.0	8.0	8.0	8.0	8.0
NPR2	0.0	0.0	8.0	26.0	13.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	17.0	21.0	0.0	0.0	0.0	4.0	0.0
NRDE2	0.0	13.0	4.0	13.0	21.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	4.0	0.0
NRIP1	0.0	4.0	4.0	0.0	0.0	4.0	4.0	4.0	4.0	0.0	0.0	0.0	4.0	8.0	21.0	13.0	4.0	0.0	0.0	4.0
NRIP3	4.0	8.0	13.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	4.0	8.0	0.0	0.0	8.0	0.0	0.0
NSD1	4.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	4.0	0.0	8.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	13.0
NSMAF	4.0	8.0	4.0	34.0	0.0	8.0	0.0	0.0	0.0	26.0	0.0	30.0	8.0	4.0	0.0	0.0	4.0	4.0	4.0	8.0
NUAK1	8.0	13.0	8.0	0.0	0.0	13.0	13.0	4.0	0.0	4.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0
NUDT16	0.0	0.0	0.0	8.0	0.0	0.0	26.0	4.0	8.0	13.0	4.0	0.0	4.0	8.0	13.0	4.0	4.0	8.0	0.0	0.0
NUDT3	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	8.0	8.0	8.0	21.0	8.0	0.0	0.0	4.0	0.0	4.0	0.0
NUFIP2	0.0	4.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0	4.0	0.0	4.0	0.0	0.0	34.0	0.0	13.0	13.0	30.0	8.0
NUMA1	13.0	0.0	8.0	0.0	0.0	4.0	0.0	4.0	4.0	17.0	4.0	4.0	8.0	4.0	30.0	0.0	0.0	0.0	4.0	0.0
NUP133	0.0	4.0	21.0	0.0	13.0	4.0	8.0	17.0	0.0	13.0	21.0	4.0	43.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
NUP153	21.0	13.0	0.0	0.0	4.0	21.0	0.0	8.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0	4.0	17.0	0.0	0.0	0.0
NUP155	0.0	21.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	4.0	0.0	4.0	0.0	0.0	4.0	8.0	0.0	0.0
NUP205	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	13.0	4.0	4.0	13.0
NUP214	0.0	0.0	0.0	4.0	0.0	13.0	0.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUP98	13.0	0.0	0.0	30.0	17.0	13.0	13.0	0.0	8.0	13.0	21.0	8.0	8.0	4.0	21.0	8.0	13.0	0.0	0.0	0.0
OFD1	4.0	21.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0
ORC2	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0
OSBPL2	0.0	8.0	4.0	4.0	13.0	26.0	0.0	13.0	0.0	0.0	26.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
OSBPL5	4.0	0.0	0.0	0.0	26.0	8.0	26.0	0.0	0.0	0.0	0.0	26.0	0.0	4.0	0.0	0.0	0.0	8.0	8.0	8.0
OSBPL6	0.0	0.0	0.0	8.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	13.0	8.0	0.0	0.0	0.0	0.0	0.0
OTUD3	0.0	8.0	0.0	17.0	0.0	8.0	4.0	0.0	8.0	4.0	4.0	0.0	0.0	4.0	8.0	0.0	0.0	21.0	0.0	8.0
OXTR	13.0	4.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0
PAPD7	17.0	13.0	0.0	4.0	4.0	0.0	13.0	0.0	0.0	0.0	8.0	4.0	4.0	0.0	0.0	8.0	0.0	4.0	17.0	13.0
PAPOLG	0.0	17.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	4.0	0.0
PARP14	8.0	0.0	4.0	4.0	0.0	0.0	13.0	8.0	26.0	0.0	8.0	0.0	8.0	4.0	4.0	0.0	0.0	13.0	0.0	0.0
PAXIP1	21.0	0.0	0.0	0.0	4.0	8.0	4.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	4.0
PCMTD2	4.0	0.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	4.0	8.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCNX	4.0	13.0	21.0	4.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	17.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0
PCNXL3	13.0	26.0	0.0	4.0	4.0	4.0	13.0	0.0	4.0	0.0	0.0	4.0	17.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0
PDCD11	8.0	0.0	0.0	0.0	8.0	4.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE10A	0.0	4.0	4.0	8.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE7B	4.0	34.0	0.0	4.0	30.0	13.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	8.0	0.0	0.0	21.0	13.0	0.0	0.0
PDGFD	0.0	0.0	13.0	0.0	4.0	13.0	17.0	4.0	30.0	26.0	8.0	0.0	0.0	0.0	0.0	8.0	30.0	0.0	0.0	0.0
PDPK1	0.0	4.0	13.0	4.0	4.0	17.0	0.0	17.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0
PDS5A	4.0	8.0	13.0	4.0	0.0	26.0	4.0	8.0	0.0	21.0	8.0	0.0	30.0	0.0	4.0	0.0	34.0	0.0	0.0	0.0
PDS5B	0.0	17.0	0.0	21.0	8.0	21.0	13.0	0.0	0.0	0.0	21.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
PER3	4.0	4.0	13.0	4.0	4.0	0.0	17.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
PEX1	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	4.0	0.0	4.0	4.0	0.0	0.0	13.0
PHF13	0.0	0.0	26.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
PHF16	8.0	0.0	0.0	8.0	0.0	13.0	21.0	4.0	30.0	4.0	4.0	4.0	0.0	4.0	4.0	0.0	4.0	0.0	4.0	0.0
PHF2	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	8.0	0.0
PHF20	8.0	8.0	0.0	4.0	0.0	56.0	4.0	4.0	4.0	13.0	8.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHKA1	0.0	0.0	0.0	0.0	0.0	4.0	21.0	8.0	17.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHKA2	4.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0
PHLPP1	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	13.0	0.0
PHLPP2	0.0	13.0	0.0	0.0	0.0	0.0	4.0	8.0	8.0	8.0	4.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
PHRF1	0.0	26.0	0.0	8.0	4.0	4.0	8.0	0.0	13.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
PI4KA	4.0	0.0	8.0	4.0	8.0	0.0	4.0	4.0	21.0	17.0	8.0	4.0	8.0	0.0	4.0	0.0	39.0	0.0	43.0	26.0
PIGM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
PIK3CA	0.0	0.0	13.0	13.0	0.0	13.0	13.0	4.0	4.0	17.0	0.0	8.0	0.0	4.0	4.0	0.0	13.0	0.0	0.0	4.0
PIK3CD	0.0	0.0	4.0	13.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
PIK3R1	4.0	0.0	13.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	8.0	8.0	4.0	0.0	8.0	0.0	0.0
PIK3R3	4.0	4.0	13.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	8.0	4.0	4.0	0.0	4.0	8.0	0.0	0.0	0.0
PIKFYVE	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
PINK1-AS	13.0	13.0	8.0	0.0	17.0	21.0	0.0	0.0	8.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
PLCB3	4.0	13.0	0.0	4.0	13.0	0.0	0.0	4.0	4.0	8.0	0.0	0.0	17.0	8.0	0.0	0.0	4.0	0.0	30.0	13.0
PLCL2	0.0	0.0	4.0	0.0	4.0	0.0	4.0	4.0	4.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
PLD2	0.0	8.0	0.0	0.0	4.0	4.0	0.0	4.0	8.0	13.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0
PLEKHG3	0.0	0.0	0.0	4.0	8.0	13.0	13.0	0.0	26.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0
PLXNA1	4.0	0.0	34.0	0.0	4.0	0.0	30.0	13.0	0.0	39.0	8.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
PLXNA3	21.0	0.0	0.0	0.0	4.0	4.0	17.0	13.0	4.0	13.0	0.0	4.0	4.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0
POGZ	0.0	8.0	8.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	13.0	4.0	0.0	4.0	0.0	17.0	0.0	0.0	0.0
POLD3	0.0	8.0	4.0	17.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	8.0	8.0	4.0	8.0	0.0	0.0	8.0	8.0	0.0
POLG	13.0	0.0	0.0	8.0	13.0	17.0	0.0	8.0	13.0	34.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	17.0	8.0
POLQ	4.0	8.0	0.0	8.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	21.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0
POLR1A	0.0	13.0	8.0	0.0	8.0	4.0	43.0	0.0	4.0	8.0	0.0	8.0	13.0	0.0	0.0	4.0	0.0	0.0	13.0	4.0
POLR3A	0.0	0.0	4.0	0.0	4.0	4.0	0.0	8.0	8.0	0.0	0.0	8.0	8.0	4.0	0.0	0.0	8.0	0.0	17.0	0.0
POLR3B	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	21.0	4.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
POMT2	0.0	8.0	4.0	4.0	8.0	0.0	0.0	17.0	0.0	0.0	13.0	4.0	0.0	8.0	8.0	0.0	0.0	0.0	8.0	13.0
PPRC1	0.0	0.0	0.0	4.0	13.0	0.0	39.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	0.0	0.0	8.0	4.0	0.0	4.0
PRDM15	0.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	13.0	4.0
PRDM2	8.0	0.0	8.0	13.0	26.0	0.0	8.0	8.0	0.0	4.0	4.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	13.0	0.0
PRDM4	8.0	0.0	4.0	13.0	4.0	8.0	4.0	8.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	4.0	0.0	4.0	4.0	4.0
PRKAB2	4.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0	4.0	0.0	4.0	4.0	0.0	26.0	0.0	8.0	0.0
PRKCA	4.0	0.0	4.0	8.0	4.0	4.0	4.0	4.0	8.0	21.0	0.0	0.0	0.0	0.0	17.0	0.0	4.0	0.0	4.0	0.0
PRKD1	17.0	0.0	0.0	8.0	0.0	4.0	4.0	13.0	0.0	4.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	8.0	17.0	0.0
PRKDC	34.0	17.0	4.0	17.0	0.0	21.0	83.0	4.0	0.0	26.0	13.0	4.0	43.0	4.0	4.0	0.0	4.0	4.0	52.0	13.0
PRMT10	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	8.0
PRPF8	0.0	8.0	21.0	17.0	34.0	48.0	8.0	8.0	0.0	65.0	17.0	17.0	39.0	0.0	8.0	4.0	4.0	13.0	8.0	21.0
PRRC2B	8.0	8.0	8.0	0.0	4.0	21.0	8.0	0.0	8.0	0.0	4.0	0.0	8.0	13.0	0.0	0.0	4.0	0.0	8.0	0.0
PTGFR	0.0	0.0	0.0	8.0	21.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0
PTPLAD2	4.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	21.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
PTPN14	0.0	0.0	17.0	4.0	8.0	0.0	4.0	4.0	4.0	17.0	17.0	4.0	13.0	4.0	13.0	0.0	0.0	0.0	4.0	0.0
PTPN23	13.0	8.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	17.0	0.0	21.0	0.0	13.0	4.0	0.0	17.0	0.0	13.0	4.0
PTPRU	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	13.0	0.0	4.0	8.0	4.0	0.0	4.0	0.0	4.0	0.0
QRICH2	0.0	0.0	0.0	17.0	13.0	0.0	0.0	4.0	0.0	8.0	4.0	0.0	4.0	4.0	0.0	0.0	4.0	4.0	8.0	0.0
QSER1	4.0	0.0	8.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	4.0	0.0	0.0	0.0	0.0
QTRTD1	8.0	4.0	0.0	0.0	0.0	4.0	13.0	0.0	13.0	0.0	0.0	0.0	4.0	13.0	4.0	0.0	4.0	0.0	0.0	4.0
RAB22A	0.0	4.0	0.0	0.0	4.0	8.0	0.0	0.0	8.0	0.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
RAB3B	8.0	0.0	4.0	4.0	0.0	4.0	4.0	21.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0
RAD54L2	13.0	4.0	0.0	17.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	21.0	8.0	0.0	4.0	4.0	0.0	0.0	8.0	4.0
RAI1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	8.0
RALGAPA1P	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
RALGAPA2	0.0	0.0	4.0	13.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
